"transaction_id","account_id","transaction_date","posted_date","description","amount","currency","source_file","client_reported_category"
"T01206","A002","10/3/2025","2025-10-04","COSTCO WHSE #1320","-163.16","USD","A002_10_export.csv",""
"T01207","A001","2/24/2025","2025-02-25","Uber","-63.8","USD","A001_02_export.csv",""
"T01208","A002","2025-10-08 00:00:00","2025-10-09","LVAC","-92.02","USD","A002_10_export.csv",""
"T01209","A004","2025-01-22 00:00:00","2025-01-24","Chevron","-77.26","USD","A004_01_export.csv","Food"
"T01210","A005","2/17/2025","2025-02-19","CVS","-101.07","USD","A005_02_export.csv",""
"T01211","A002","6/4/2025","2025-06-05","UBER *TRIP","-65.64","USD","A002_06_export.csv",""
"T01212","A003","2025-03-11 00:00:00","2025-03-12","Walgreens","-100.23","USD","A003_03_export.csv",""
"T01213","A003","2025-04-15 00:00:00","2025-04-16","Costco","-105.04","USD","A003_04_export.csv",""
"T01214","A005","2025-03-23","2025-03-24","Chevron","-56.73","USD","A005_03_export.csv",""
"T01215","A004","2025-10-16 00:00:00","2025-10-18","AMAZON.COM*","-103.9","USD","A004_10_export.csv",""
"T01216","A002","2025-02-21 00:00:00","2025-02-22","TRADER JOES 124","-169.05","USD","A002_02_export.csv",""
"T01217","A001","2025-08-10","2025-08-11","Southwest Airlines","-352.2","USD","A001_08_export.csv",""
"T01218","A002","11/27/2025","2025-11-28","Uber Eats","-90.39","USD","A002_11_export.csv",""
"T01219","A003","1/17/2025","2025-01-18","TRADER JOES 124","-33.66","USD","A003_01_export.csv",""
"T01220","A005","2025-12-05","2025-12-06","Uber","-28.19","USD","A005_12_export.csv",""
"T01221","A004","2025-04-17","2025-04-19","AMC 0039 TOWN SQUARE","-72.74","USD","A004_04_export.csv",""
"T01222","A005","10/10/2025","2025-10-11","Spotify","-13.41","USD","A005_10_export.csv",""
"T01223","A003","1/20/2025","2025-01-21","Amazon","-78.15","USD","A003_01_export.csv",""
"T01224","A005","2025-11-25 00:00:00","2025-11-26","SMITHS #348","-113.21","USD","A005_11_export.csv",""
"T01225","A005","2025-06-13 00:00:00","2025-06-14","Marriott","-791.16","USD","A005_06_export.csv",""
"T01226","A001","2025-01-12 00:00:00","2025-01-13","MARRIOTT HOTEL","-216.6","USD","A001_01_export.csv",""
"T01227","A004","9/8/2025","2025-09-09","CHEVRON 0209341","-40.92","USD","A004_09_export.csv",""
"T01228","A001","2025-03-04","2025-03-06","Uber","-92.94","USD","A001_03_export.csv",""
"T01229","A005","9/27/2025","2025-09-28","NV Energy","-72.85","USD","A005_09_export.csv",""
"T01230","A005","2025-07-11","2025-07-12","TARGET T-2450","-113.49","USD","A005_07_export.csv",""
"T01231","A004","9/2/2025","2025-09-03","Cox Communications","-146.97","USD","A004_09_export.csv",""
"T01232","A004","2025-04-11 00:00:00","2025-04-12","Walgreens","-39.07","USD","A004_04_export.csv",""
"T01233","A003","2/18/2025","2025-02-19","TRADER JOES 124","-118.23","USD","A003_02_export.csv",""
"T01234","A005","2025-02-20","2025-02-21","Southwest Airlines","-270.15","USD","A005_02_export.csv","Shopping"
"T01235","A001","11/15/2025","2025-11-16","SW GAS CORP","-83.46","USD","A001_11_export.csv",""
"T01236","A002","11/12/2025","2025-11-13","SMITHS #348","-109.63","USD","A002_11_export.csv",""
"T01237","A004","2025-03-09 00:00:00","2025-03-11","Netflix","-59.03","USD","A004_03_export.csv",""
"T01238","A003","2025-02-24 00:00:00","2025-02-25","COX COMMUNICATIONS","-216.74","USD","A003_02_export.csv",""
"T01239","A005","2025-04-11","2025-04-12","NIKE LAS VEGAS","-237.62","USD","A005_04_export.csv",""
"T01240","A001","2025-05-09 00:00:00","2025-05-10","TARGET T-2450","-112.8","USD","A001_05_export.csv",""
"T01241","A005","2025-07-15 00:00:00","2025-07-16","SW GAS CORP","-55.14","USD","A005_07_export.csv",""
"T01242","A003","12/26/2025","2025-12-27","SPOTIFY USA","-64.24","USD","A003_12_export.csv",""
"T01243","A002","2025-01-06 00:00:00","2025-01-07","Shell","-78.25","USD","A002_01_export.csv",""
"T01244","A004","7/14/2025","2025-07-15","NV Energy","-235.61","USD","A004_07_export.csv",""
"T01245","A004","2025-06-27 00:00:00","2025-06-28","AMC Theatres","-12.97","USD","A004_06_export.csv",""
"T01246","A005","2025-09-10 00:00:00","2025-09-11","SOUTHWEST AIR","-398.73","USD","A005_09_export.csv",""
"T01247","A002","2025-04-25","2025-04-26","Southwest Airlines","-212.48","USD","A002_04_export.csv","Bills"
"T01248","A004","11/4/2025","2025-11-06","UBER EATS HELP","-77.5","USD","A004_11_export.csv",""
"T01249","A003","2025-05-20","2025-05-22","SMITHS GROCERY 0348","-137.17","USD","A003_05_export.csv",""
"T01250","A001","2/22/2025","2025-02-23","Spotify","-42.99","USD","A001_02_export.csv",""
"T01251","A003","9/13/2025","2025-09-14","SOUTHWEST AIR","-261.89","USD","A003_09_export.csv",""
"T01252","A004","2025-07-31","2025-08-01","SPOTIFY USA","-48.44","USD","A004_07_export.csv",""
"T01253","A004","3/13/2025","2025-03-15","Marriott","-823.64","USD","A004_03_export.csv",""
"T01254","A002","2025-03-02 00:00:00","2025-03-03","NVENERGY PAYMENT","-185.17","USD","A002_03_export.csv",""
"T01255","A003","2025-07-28","2025-07-29","Uber","-67.98","USD","A003_07_export.csv",""
"T01256","A002","10/28/2025","2025-10-29","Walgreens","-68.34","USD","A002_10_export.csv",""
"T01257","A002","4/9/2025","2025-04-10","UBER *TRIP","-67.23","USD","A002_04_export.csv",""
"T01258","A004","1/26/2025","2025-01-28","CVS/PHARMACY #8829","-101.96","USD","A004_01_export.csv",""
"T01259","A001","2025-07-28 00:00:00","2025-07-30","UBER *EATS","-51.04","USD","A001_07_export.csv",""
"T01260","A004","2025-09-18 00:00:00","2025-09-20","LVAC","-10.91","USD","A004_09_export.csv",""
"T01261","A003","2025-04-26","2025-04-28","Smith's","-86.6","USD","A003_04_export.csv",""
"T01262","A002","1/3/2025","2025-01-04","Cox Communications","-202.69","USD","A002_01_export.csv",""
"T01263","A003","2025-12-23","2025-12-25","Target","-162.61","USD","A003_12_export.csv",""
"T01264","A003","3/3/2025","2025-03-04","CHEVRON 0209341","-10.9","USD","A003_03_export.csv",""
"T01265","A003","6/20/2025","2025-06-21","NIKE LAS VEGAS","-55.1","USD","A003_06_export.csv","Other"
"T01266","A003","2025-11-09 00:00:00","2025-11-11","CVS/PHARMACY #8829","-75.38","USD","A003_11_export.csv",""
"T01267","A005","2025-06-01 00:00:00","2025-06-03","AMZN Mktp US*","-169.32","USD","A005_06_export.csv",""
"T01268","A004","2025-05-31","2025-06-01","SMITHS GROCERY 0348","-136.16","USD","A004_05_export.csv","Shopping"
"T01269","A004","4/19/2025","2025-04-20","Trader Joe's","-181.6","USD","A004_04_export.csv",""
"T01270","A004","2025-01-09 00:00:00","2025-01-10","AIRBNB * HM","-603.93","USD","A004_01_export.csv","Shopping"
"T01271","A003","2025-05-05","2025-05-06","CVS","-86.91","USD","A003_05_export.csv",""
"T01272","A002","2025-08-01 00:00:00","2025-08-02","Amazon","-79.88","USD","A002_08_export.csv","Bills"
"T01273","A004","2025-12-23 00:00:00","2025-12-25","Costco","-44.32","USD","A004_12_export.csv",""
"T01274","A002","11/8/2025","2025-11-09","Trader Joe's","-55","USD","A002_11_export.csv","Other"
"T01275","A005","2025-04-08","2025-04-09","Nike","-133.22","USD","A005_04_export.csv",""
"T01276","A003","2025-06-24 00:00:00","2025-06-25","COX COMMUNICATIONS","-176.46","USD","A003_06_export.csv",""
"T01277","A005","2025-11-25","2025-11-26","NV Energy","-202.96","USD","A005_11_export.csv",""
"T01278","A003","2025-03-23 00:00:00","2025-03-24","CHIPOTLE 2841","-36.69","USD","A003_03_export.csv",""
"T01279","A002","2025-01-28","2025-01-29","Yard House","-91.72","USD","A002_01_export.csv",""
"T01280","A002","2025-03-29","2025-03-30","Costco","-39.74","USD","A002_03_export.csv",""
"T01281","A004","2025-12-05","2025-12-06","LAS VEGAS ATHLETIC CLUB","-26.05","USD","A004_12_export.csv",""
"T01282","A004","2025-09-28","2025-09-29","Netflix","-50.59","USD","A004_09_export.csv",""
"T01283","A003","2025-05-14 00:00:00","2025-05-15","UBER *EATS","-52.41","USD","A003_05_export.csv",""
"T01284","A001","4/5/2025","2025-04-06","COX COMMUNICATIONS","-228.94","USD","A001_04_export.csv",""
"T01285","A002","2025-04-01","2025-04-02","Marriott","-721.2","USD","A002_04_export.csv","Food"
"T01286","A001","2025-11-04","2025-11-05","Southwest Airlines","-432.35","USD","A001_11_export.csv",""
"T01287","A003","2025-07-04","2025-07-06","Trader Joe's","-43.22","USD","A003_07_export.csv",""
"T01288","A001","2025-03-18 00:00:00","2025-03-19","NVENERGY PAYMENT","-206.43","USD","A001_03_export.csv","Shopping"
"T01289","A001","4/23/2025","2025-04-24","SW GAS CORP","-54.07","USD","A001_04_export.csv",""
"T01290","A002","10/29/2025","2025-10-30","AIRBNB * HM","-451.85","USD","A002_10_export.csv","Other"
"T01291","A003","2025-05-26","2025-05-27","NV Energy","-200.46","USD","A003_05_export.csv","Bills"
"T01292","A005","2025-04-15 00:00:00","2025-04-16","Southwest Airlines","-283.84","USD","A005_04_export.csv",""
"T01293","A004","8/2/2025","2025-08-03","AMC 0039 TOWN SQUARE","-39.82","USD","A004_08_export.csv",""
"T01294","A002","2025-07-08 00:00:00","2025-07-09","Nike","-137.77","USD","A002_07_export.csv","Shopping"
"T01295","A005","1/7/2025","2025-01-08","COX COMMUNICATIONS","-67.48","USD","A005_01_export.csv","Other"
"T01296","A004","2025-01-10","2025-01-11","NETFLIX.COM","-67.04","USD","A004_01_export.csv",""
"T01297","A004","2025-10-11","2025-10-12","WALGREENS #04712","-102.52","USD","A004_10_export.csv",""
"T01298","A002","2025-08-31","2025-09-01","SMITHS #348","-139.65","USD","A002_08_export.csv",""
"T01299","A005","8/5/2025","2025-08-07","Yard House","-65.83","USD","A005_08_export.csv",""
"T01300","A004","2025-02-28 00:00:00","2025-03-01","AMC Theatres","-39.99","USD","A004_02_export.csv",""
"T01301","A003","4/3/2025","2025-04-04","Chevron","-93.72","USD","A003_04_export.csv",""
"T01302","A004","2025-07-14","2025-07-15","COX COMMUNICATIONS","-64.01","USD","A004_07_export.csv",""
"T01303","A004","2/1/2025","2025-02-02","Cox Communications","-99.15","USD","A004_02_export.csv",""
"T01304","A004","2025-03-04","2025-03-05","AMZN Mktp US*","-116.9","USD","A004_03_export.csv",""
"T01305","A004","12/21/2025","2025-12-22","CVS","-108.47","USD","A004_12_export.csv",""
"T01306","A005","2025-03-01 00:00:00","2025-03-02","Uber","-14.16","USD","A005_03_export.csv",""
"T01307","A003","2025-06-07 00:00:00","2025-06-09","AMC 0039 TOWN SQUARE","-38.89","USD","A003_06_export.csv","Bills"
"T01308","A004","2025-06-06","2025-06-07","CHEVRON 0209341","-91.1","USD","A004_06_export.csv",""
"T01309","A002","2025-04-18","2025-04-19","Nike","-62.08","USD","A002_04_export.csv",""
"T01310","A002","10/15/2025","2025-10-16","AMZN Mktp US*","-169.06","USD","A002_10_export.csv",""
"T01311","A005","2025-01-21","2025-01-22","UBER EATS HELP","-79.42","USD","A005_01_export.csv",""
"T01312","A004","2025-03-18","2025-03-19","COSTCO WHSE #1320","-24.34","USD","A004_03_export.csv",""
"T01313","A002","2025-08-09","2025-08-10","COSTCO WHSE #1320","-91.45","USD","A002_08_export.csv",""
"T01314","A001","8/29/2025","2025-08-31","DD *DOORDASH","-29.32","USD","A001_08_export.csv",""
"T01315","A003","2025-10-29 00:00:00","2025-10-31","TARGET T-2450","-206.55","USD","A003_10_export.csv","Other"
"T01316","A002","2025-01-09","2025-01-10","DD *DOORDASH","-77.52","USD","A002_01_export.csv",""
"T01317","A004","2025-04-22","2025-04-23","Amazon","-118.95","USD","A004_04_export.csv",""
"T01318","A004","2025-03-01 00:00:00","2025-03-02","AIRBNB * HM","-821.77","USD","A004_03_export.csv",""
"T01319","A002","2025-07-17 00:00:00","2025-07-18","NVENERGY PAYMENT","-133.49","USD","A002_07_export.csv",""
"T01320","A003","5/10/2025","2025-05-11","COSTCO WHSE #1320","-50.81","USD","A003_05_export.csv",""
"T01321","A001","2025-01-31","2025-02-01","COSTCO WHSE #1320","-46.92","USD","A001_01_export.csv",""
"T01322","A005","2/11/2025","2025-02-12","CHIPOTLE 2841","-31.51","USD","A005_02_export.csv",""
"T01323","A005","10/3/2025","2025-10-04","Shell","-36.28","USD","A005_10_export.csv",""
"T01324","A005","2025-10-24","2025-10-25","MARRIOTT HOTEL","-740.41","USD","A005_10_export.csv",""
"T01325","A003","2025-02-26 00:00:00","2025-02-27","Trader Joe's","-183.86","USD","A003_02_export.csv",""
"T01326","A003","2025-11-03 00:00:00","2025-11-04","TRADER JOES 124","-22.21","USD","A003_11_export.csv",""
"T01327","A002","7/24/2025","2025-07-25","LVAC","-21.29","USD","A002_07_export.csv",""
"T01328","A002","11/9/2025","2025-11-10","Airbnb","-729.82","USD","A002_11_export.csv","Shopping"
"T01329","A004","2025-03-19 00:00:00","2025-03-20","NV Energy","-93.74","USD","A004_03_export.csv",""
"T01330","A004","2025-08-30","2025-08-31","SPOTIFY USA","-49.62","USD","A004_08_export.csv",""
"T01331","A005","2025-02-12 00:00:00","2025-02-13","Walgreens","-112.68","USD","A005_02_export.csv",""
"T01332","A001","4/22/2025","2025-04-24","Cox Communications","-193.51","USD","A001_04_export.csv",""
"T01333","A002","2025-09-08 00:00:00","2025-09-10","UBER *TRIP","-93.99","USD","A002_09_export.csv",""
"T01334","A004","2025-04-27","2025-04-28","UBER *EATS","-64.94","USD","A004_04_export.csv",""
"T01335","A004","2025-11-27 00:00:00","2025-11-28","TARGET T-2450","-193.22","USD","A004_11_export.csv",""
"T01336","A001","2025-06-24","2025-06-25","AMAZON.COM*","-107.73","USD","A001_06_export.csv",""
"T01337","A002","2025-07-31 00:00:00","2025-08-01","MARRIOTT HOTEL","-182.52","USD","A002_07_export.csv",""
"T01338","A004","2025-02-25 00:00:00","2025-02-26","Costco","-22.91","USD","A004_02_export.csv",""
"T01339","A003","5/7/2025","2025-05-08","Uber","-22.33","USD","A003_05_export.csv",""
"T01340","A001","2025-01-22","2025-01-23","UBER EATS HELP","-91.38","USD","A001_01_export.csv",""
"T01341","A002","2025-01-18 00:00:00","2025-01-19","AMC 0039 TOWN SQUARE","-47.22","USD","A002_01_export.csv",""
"T01342","A005","2025-01-09","2025-01-11","YARD HOUSE 8387","-96.89","USD","A005_01_export.csv",""
"T01343","A001","2025-04-07 00:00:00","2025-04-08","AMC 0039 TOWN SQUARE","-66.36","USD","A001_04_export.csv",""
"T01344","A002","11/7/2025","2025-11-08","Airbnb","-879.79","USD","A002_11_export.csv",""
"T01345","A005","2025-09-29 00:00:00","2025-09-30","MARRIOTT HOTEL","-470.81","USD","A005_09_export.csv",""
"T01346","A001","2025-11-18 00:00:00","2025-11-19","Netflix","-49.16","USD","A001_11_export.csv",""
"T01347","A004","2025-10-01 00:00:00","2025-10-02","Walgreens","-75.98","USD","A004_10_export.csv",""
"T01348","A002","8/19/2025","2025-08-21","Southwest Airlines","-811.18","USD","A002_08_export.csv","Food"
"T01349","A003","2025-02-02","2025-02-03","NV Energy","-69.23","USD","A003_02_export.csv",""
"T01350","A003","5/17/2025","2025-05-18","NETFLIX.COM","-68.32","USD","A003_05_export.csv",""
"T01351","A004","2025-06-19 00:00:00","2025-06-21","SW GAS CORP","-75.8","USD","A004_06_export.csv",""
"T01352","A004","9/1/2025","2025-09-02","UBER *EATS","-43.15","USD","A004_09_export.csv",""
"T01353","A003","2025-02-20","2025-02-21","Nike","-34.35","USD","A003_02_export.csv",""
"T01354","A002","2025-07-01 00:00:00","2025-07-02","CHEVRON 0209341","-81.57","USD","A002_07_export.csv",""
"T01355","A005","12/26/2025","2025-12-27","DOORDASH*TEMP AUTH","-38.31","USD","A005_12_export.csv",""
"T01356","A005","2025-06-11","2025-06-12","SHELL OIL 5742","-33.55","USD","A005_06_export.csv","Bills"
"T01357","A001","2025-11-14 00:00:00","2025-11-15","COX COMMUNICATIONS","-113.61","USD","A001_11_export.csv",""
"T01358","A002","2025-11-12 00:00:00","2025-11-13","DoorDash","-77.36","USD","A002_11_export.csv",""
"T01359","A003","3/10/2025","2025-03-11","CHIPOTLE 2841","-95.7","USD","A003_03_export.csv",""
"T01360","A003","2025-10-27","2025-10-28","DOORDASH*TEMP AUTH","-44.82","USD","A003_10_export.csv","Shopping"
"T01361","A002","8/19/2025","2025-08-20","SHELL OIL 5742","-76.92","USD","A002_08_export.csv",""
"T01362","A005","2025-04-04","2025-04-05","Marriott","-593.46","USD","A005_04_export.csv",""
"T01363","A002","2025-02-16 00:00:00","2025-02-17","TRADER JOES 124","-125.04","USD","A002_02_export.csv",""
"T01364","A003","5/8/2025","2025-05-10","COSTCO WHSE #1320","-149.05","USD","A003_05_export.csv",""
"T01365","A002","5/14/2025","2025-05-15","Chipotle","-71.78","USD","A002_05_export.csv",""
"T01366","A004","4/16/2025","2025-04-17","Costco","-184.76","USD","A004_04_export.csv",""
"T01367","A001","6/21/2025","2025-06-22","AMC Theatres","-38.6","USD","A001_06_export.csv",""
"T01368","A004","10/15/2025","2025-10-16","Costco","-171.32","USD","A004_10_export.csv",""
"T01369","A004","12/27/2025","2025-12-29","NIKE LAS VEGAS","-38.32","USD","A004_12_export.csv",""
"T01370","A003","2025-08-26","2025-08-27","Yard House","-105.63","USD","A003_08_export.csv",""
"T01371","A004","8/31/2025","2025-09-01","NIKE LAS VEGAS","-248.3","USD","A004_08_export.csv","Bills"
"T01372","A005","2025-04-22","2025-04-23","Walgreens","-14.21","USD","A005_04_export.csv",""
"T01373","A005","3/19/2025","2025-03-20","DoorDash","-83.31","USD","A005_03_export.csv",""
"T01374","A004","2025-03-01","2025-03-02","NETFLIX.COM","-17.27","USD","A004_03_export.csv",""
"T01375","A005","11/10/2025","2025-11-11","NIKE LAS VEGAS","-156.07","USD","A005_11_export.csv",""
"T01376","A003","5/22/2025","2025-05-23","LAS VEGAS ATHLETIC CLUB","-40.61","USD","A003_05_export.csv",""
"T01377","A002","2025-08-16","2025-08-17","Walgreens","-90.12","USD","A002_08_export.csv",""
"T01378","A005","11/28/2025","2025-11-29","AMAZON.COM*","-251.63","USD","A005_11_export.csv",""
"T01379","A001","2025-03-05","2025-03-06","Southwest Gas","-229.54","USD","A001_03_export.csv",""
"T01380","A002","5/29/2025","2025-05-30","AMC Theatres","-57.89","USD","A002_05_export.csv",""
"T01381","A005","2025-01-31","2025-02-01","SMITHS #348","-110.91","USD","A005_01_export.csv",""
"T01382","A003","2025-11-21 00:00:00","2025-11-22","Amazon","-28.64","USD","A003_11_export.csv",""
"T01383","A001","3/6/2025","2025-03-07","COX COMMUNICATIONS","-164.39","USD","A001_03_export.csv",""
"T01384","A003","12/11/2025","2025-12-12","SMITHS #348","-42.53","USD","A003_12_export.csv",""
"T01385","A002","2025-06-08 00:00:00","2025-06-09","Airbnb","-206.71","USD","A002_06_export.csv",""
"T01386","A004","2025-05-11","2025-05-12","SW GAS CORP","-237.78","USD","A004_05_export.csv","Shopping"
"T01387","A003","1/14/2025","2025-01-15","TRADER JOES 124","-127.09","USD","A003_01_export.csv",""
"T01388","A002","2025-07-12 00:00:00","2025-07-13","SW GAS CORP","-202.03","USD","A002_07_export.csv",""
"T01389","A005","2025-11-09","2025-11-11","Smith's","-107.58","USD","A005_11_export.csv",""
"T01390","A004","2025-07-23","2025-07-24","Cox Communications","-89.53","USD","A004_07_export.csv","Shopping"
"T01391","A002","2025-05-07 00:00:00","2025-05-08","SPOTIFY USA","-52.57","USD","A002_05_export.csv",""
"T01392","A005","2025-06-23 00:00:00","2025-06-24","MARRIOTT HOTEL","-914.74","USD","A005_06_export.csv",""
"T01393","A004","2025-12-05","2025-12-07","COX COMMUNICATIONS","-147.8","USD","A004_12_export.csv",""
"T01394","A004","2025-12-06 00:00:00","2025-12-07","LVAC","-106.7","USD","A004_12_export.csv",""
"T01395","A001","2025-01-26","2025-01-27","TARGET T-2450","-197.49","USD","A001_01_export.csv",""
"T01396","A004","6/3/2025","2025-06-04","Spotify","-23.42","USD","A004_06_export.csv","Shopping"
"T01397","A004","2025-11-25 00:00:00","2025-11-26","TRADER JOES 124","-158.6","USD","A004_11_export.csv",""
"T01398","A002","2025-06-02 00:00:00","2025-06-03","COSTCO WHSE #1320","-50.34","USD","A002_06_export.csv",""
"T01399","A004","7/12/2025","2025-07-13","NV Energy","-147.59","USD","A004_07_export.csv",""
"T01400","A002","2025-02-13","2025-02-14","CHIPOTLE 2841","-38.31","USD","A002_02_export.csv",""
"T01401","A002","9/26/2025","2025-09-27","Nike","-135.04","USD","A002_09_export.csv",""
"T01402","A005","6/19/2025","2025-06-20","CHEVRON 0209341","-36.31","USD","A005_06_export.csv",""
"T01403","A004","1/4/2025","2025-01-05","CVS","-25.53","USD","A004_01_export.csv",""
"T01404","A005","2025-12-30","2025-12-31","Shell","-33.35","USD","A005_12_export.csv",""
"T01405","A003","10/5/2025","2025-10-06","UBER *EATS","-98.67","USD","A003_10_export.csv",""
"T01406","A002","12/7/2025","2025-12-08","LAS VEGAS ATHLETIC CLUB","-14.37","USD","A002_12_export.csv",""
"T01407","A003","2025-07-15 00:00:00","2025-07-17","Shell","-76.82","USD","A003_07_export.csv",""
"T01408","A002","2025-07-17 00:00:00","2025-07-18","CHIPOTLE 2841","-60.62","USD","A002_07_export.csv",""
"T01409","A002","2025-06-03 00:00:00","2025-06-04","NV Energy","-221.16","USD","A002_06_export.csv",""
"T01410","A002","2025-03-12","2025-03-13","SOUTHWEST AIR","-863.58","USD","A002_03_export.csv",""
"T01411","A002","2025-08-08 00:00:00","2025-08-09","SOUTHWEST AIR","-731.5","USD","A002_08_export.csv","Bills"
"T01412","A001","2025-06-24 00:00:00","2025-06-25","Airbnb","-606.14","USD","A001_06_export.csv",""
"T01413","A003","2025-01-25 00:00:00","2025-01-26","Shell","-68.41","USD","A003_01_export.csv",""
"T01414","A002","2025-07-09","2025-07-10","COSTCO WHSE #1320","-129.49","USD","A002_07_export.csv",""
"T01415","A003","2025-03-09","2025-03-10","SHELL OIL 5742","-86.06","USD","A003_03_export.csv",""
"T01416","A003","2025-12-17 00:00:00","2025-12-18","DOORDASH*TEMP AUTH","-41.02","USD","A003_12_export.csv",""
"T01417","A005","2025-02-23","2025-02-24","SW GAS CORP","-86.95","USD","A005_02_export.csv",""
"T01418","A002","2025-09-18","2025-09-19","AIRBNB * HM","-393.01","USD","A002_09_export.csv",""
"T01419","A003","2025-11-24 00:00:00","2025-11-26","LVAC","-46.31","USD","A003_11_export.csv",""
"T01420","A004","2025-03-18 00:00:00","2025-03-20","Airbnb","-224.44","USD","A004_03_export.csv",""
"T01421","A003","2025-06-08","2025-06-09","Trader Joe's","-30.05","USD","A003_06_export.csv",""
"T01422","A003","2025-12-18","2025-12-19","Target","-89.18","USD","A003_12_export.csv",""
"T01423","A005","9/4/2025","2025-09-05","CVS/PHARMACY #8829","-42.89","USD","A005_09_export.csv",""
"T01424","A004","2025-03-06 00:00:00","2025-03-07","DoorDash","-62.74","USD","A004_03_export.csv",""
"T01425","A003","2025-06-25","2025-06-27","Trader Joe's","-71.59","USD","A003_06_export.csv",""
"T01426","A005","2025-03-23","2025-03-24","DoorDash","-35.44","USD","A005_03_export.csv",""
"T01427","A002","3/13/2025","2025-03-15","Walgreens","-46.61","USD","A002_03_export.csv","Food"
"T01428","A001","2/5/2025","2025-02-06","CVS","-97.83","USD","A001_02_export.csv",""
"T01429","A003","2025-01-24","2025-01-25","Southwest Airlines","-914.78","USD","A003_01_export.csv",""
"T01430","A001","2025-09-11","2025-09-12","SW GAS CORP","-97.55","USD","A001_09_export.csv",""
"T01431","A003","2025-11-10 00:00:00","2025-11-12","NIKE LAS VEGAS","-222.35","USD","A003_11_export.csv",""
"T01432","A001","5/15/2025","2025-05-16","SPOTIFY USA","-74.69","USD","A001_05_export.csv",""
"T01433","A001","2025-04-04 00:00:00","2025-04-05","SMITHS GROCERY 0348","-22.4","USD","A001_04_export.csv",""
"T01434","A003","2025-11-20 00:00:00","2025-11-21","CVS/PHARMACY #8829","-63.86","USD","A003_11_export.csv",""
"T01435","A005","2025-10-19","2025-10-20","SPOTIFY USA","-45.96","USD","A005_10_export.csv",""
"T01436","A003","12/5/2025","2025-12-06","Airbnb","-143.14","USD","A003_12_export.csv","Food"
"T01437","A004","2025-09-19 00:00:00","2025-09-20","SW GAS CORP","-177.68","USD","A004_09_export.csv",""
"T01438","A005","2025-09-23","2025-09-24","SHELL OIL 5742","-67.05","USD","A005_09_export.csv","Other"
"T01439","A005","2025-07-13 00:00:00","2025-07-14","TRADER JOES 124","-181.21","USD","A005_07_export.csv",""
"T01440","A004","7/27/2025","2025-07-29","Target","-212.41","USD","A004_07_export.csv",""
"T01441","A002","2025-01-28 00:00:00","2025-01-29","Uber","-44.98","USD","A002_01_export.csv","Bills"
"T01442","A004","12/17/2025","2025-12-19","SPOTIFY USA","-14.8","USD","A004_12_export.csv",""
"T01443","A002","10/5/2025","2025-10-06","Cox Communications","-154.03","USD","A002_10_export.csv","Other"
"T01444","A002","2025-04-15 00:00:00","2025-04-16","NETFLIX.COM","-26.81","USD","A002_04_export.csv",""
"T01445","A005","2025-02-08","2025-02-09","NV Energy","-108.15","USD","A005_02_export.csv",""
"T01446","A004","2025-07-02 00:00:00","2025-07-04","AMAZON.COM*","-86.66","USD","A004_07_export.csv",""
"T01447","A004","2025-03-14 00:00:00","2025-03-15","AIRBNB * HM","-450.05","USD","A004_03_export.csv",""
"T01448","A003","8/15/2025","2025-08-16","SPOTIFY USA","-19.71","USD","A003_08_export.csv",""
"T01449","A002","2025-02-09","2025-02-10","Chevron","-49.09","USD","A002_02_export.csv",""
"T01450","A005","9/6/2025","2025-09-07","AMC 0039 TOWN SQUARE","-19.75","USD","A005_09_export.csv",""
"T01451","A001","2025-05-11","2025-05-13","Shell","-32.96","USD","A001_05_export.csv",""
"T01452","A005","2025-04-16 00:00:00","2025-04-17","CVS","-108.07","USD","A005_04_export.csv",""
"T01453","A004","4/16/2025","2025-04-17","CVS/PHARMACY #8829","-28.03","USD","A004_04_export.csv","Other"
"T01454","A004","7/30/2025","2025-07-31","SMITHS #348","-94.98","USD","A004_07_export.csv",""
"T01455","A003","6/13/2025","2025-06-14","Costco","-98.61","USD","A003_06_export.csv",""
"T01456","A002","3/9/2025","2025-03-11","Amazon","-229.66","USD","A002_03_export.csv",""
"T01457","A004","2025-11-01","2025-11-02","NVENERGY PAYMENT","-168.84","USD","A004_11_export.csv",""
"T01458","A001","2025-06-25 00:00:00","2025-06-26","Marriott","-599.12","USD","A001_06_export.csv",""
"T01459","A004","2025-01-26 00:00:00","2025-01-27","Spotify","-42.6","USD","A004_01_export.csv",""
"T01460","A005","2025-03-25","2025-03-26","Chipotle","-38.4","USD","A005_03_export.csv",""
"T01461","A002","2025-01-23 00:00:00","2025-01-24","NETFLIX.COM","-62.87","USD","A002_01_export.csv",""
"T01462","A005","1/18/2025","2025-01-20","Costco","-165.93","USD","A005_01_export.csv",""
"T01463","A002","2025-04-27","2025-04-28","Amazon","-23.87","USD","A002_04_export.csv",""
"T01464","A004","8/10/2025","2025-08-11","SOUTHWEST AIR","-556.73","USD","A004_08_export.csv",""
"T01465","A005","2025-07-20 00:00:00","2025-07-21","UBER *EATS","-74.8","USD","A005_07_export.csv","Other"
"T01466","A002","10/4/2025","2025-10-05","NVENERGY PAYMENT","-126","USD","A002_10_export.csv",""
"T01467","A002","2025-06-21 00:00:00","2025-06-22","Cox Communications","-129.03","USD","A002_06_export.csv",""
